amount,card_name,is_foil,is_pinned,is_signed,set_id,set_code,collector_number,language,condition,comment,added
1,"Plague Myr",,,,,"MBS",,"en","NM",,
1,"Plague Stinger",,,,,"SOM",,"en","NM",,
16,"Plains",,,,,"AFR",,"en","NM",,
1,"Planar Chaos",,,,,"JUD",,"en","NM",,
1,"Plated Crusher",,,,,"BBD",,"en","NM",,
1,"Plea for Power",,,,,"CNS",,"en","NM",,
1,"Pollenbright Druid",,,,,"WAR",,"en","NM",,
1,"Port Razer",,,,,"CMR",,"en","NM",,
1,"Predatory Impetus",,,,,"C20",,"en","NM",,
1,"Prey Upon",,,,,"GRN",,"en","NM",,
1,"Primal Clay",,,,,"M13",,"en","NM",,
1,"Primal Empathy",,,,,"IKO",,"en","NM",,
1,"Primeval Protector",,,,,"NEC",,"en","NM",,
1,"Pristine Talisman",,,,,"NPH",,"en","NM",,
1,"Prophetic Prism",,,,,"A25",,"en","NM",,
2,"Provoke",,,,,"STH",,"en","NM",,
1,"Psychosis Crawler",,,,,"MBS",,"en","NM",,
1,"Punishing Fire",,,,,"ZEN",,"en","NM",,
1,"Putrefy",,,,,"C18",,"en","NM",,
1,"Pyrite Spellbomb",,,,,"MMA",,"en","NM",,
1,"Quirion Ranger",,,,,"MH2",,"en","NM",,
1,"Rabid Bite",,,,,"M19",,"en","NM",,
1,"Raging Ravine",,,,,"NEC",,"en","NM",,
1,"Ram Through",,,,,"IKO",,"en","NM",,
1,"Rampant Growth",,,,,"10E",,"en","NM",,
1,"Rampant Growth",,,,,"M12",,"en","NM",,
1,"Rampant Growth",,,,,"C21",,"en","NM",,
1,"Rampant Growth",,,,,"NEC",,"en","NM",,
1,"Rampant Rejuvenator",,,,,"NEC",,"en","NM",,
1,"Ranger's Guile",,,,,"M15",,"en","NM",,
1,"Rapacious One",,,,,"ROE",,"en","NM",,
1,"Razortip Whip",,,,,"GTC",,"en","NM",,
1,"Reach of Branches",,,,,"MMA",,"en","NM",,
1,"Reciprocate",,,,,"DDG",,"en","NM",,
1,"Reckless Charge",,,,,"MH1",,"en","NM",,
1,"Reclaim",,,,,"ORI",,"en","NM",,
1,"Reclamation Sage",,,,,"CMR",,"en","NM",,
1,"Reconnaissance Mission",,,,,"IKO",,"en","NM",,
1,"Reflex Sliver",,,,,"PLC",,"en","NM",,
1,"Relentless Assault",,,,,"CMR",,"en","NM",,
1,"Reprisal",,,,,"DDG",,"en","NM",,
1,"Resurgent Belief",,,,,"MH2",,"en","NM",,
2,"Retreat to Kazandu",,,,,"BFZ",,"en","NM",,
1,"Return of the Wildspeaker",,,,,"C21",,"en","NM",,
1,"Revered Dead",,,,,"PLC",,"en","NM",,
1,"Revoke Existence",,,,,"SOM",,"en","NM",,
1,"Rhox Maulers",,,,,"ORI",,"en","NM",,
1,"Rhythm of the Wild",,,,,"NEC",,"en","NM",,
1,"Rimewood Falls",1,,,,"KHM",,"en","NM",,
1,"Ring of Kalonia",,,,,"M13",,"en","NM",,
1,"Ring of Valkas",,,,,"CMR",,"en","NM",,
1,"Ring of Xathrid",,,,,"M13",,"en","NM",,
1,"Riptide Laboratory",,,,,"MH2",,"en","NM",,
1,"Rishkar, Peema Renegade",,,,,"NEC",,"en","NM",,
2,"Rishkar's Expertise",,,,,"NEC",,"en","NM",,
1,"Roadside Reliquary",,,,,"NEO",,"en","NM",,
1,"Roar of Challenge",,,,,"KTK",,"en","NM",,
1,"Roc Egg",,,,,"M12",,"en","NM",,
1,"Rogue's Passage",,,,,"C20",,"en","NM",,
2,"Rogue's Passage",,,,,"RTR",,"en","NM",,
1,"Rolling Temblor",,,,,"C19",,"en","NM",,
1,"Rosemane Centaur",,,,,"GRN",,"en","NM",,
1,"Rot Shambler",,,,,"BFZ",,"en","NM",,
1,"Rot Wolf",,,,,"MBS",,"en","NM",,
1,"Runaway Steam-Kin",,,,,"GRN",,"en","NM",,
1,"Runes of the Deus",,,,,"SHM",,"en","NM",,
1,"Rush of Knowledge",,,,,"2XM",,"en","NM",,
1,"Safe Haven",,,,,"CHR",,"en","NM",,
1,"Sage's Reverie",,,,,"FRF",,"en","NM",,
1,"Sakura-Tribe Elder",,,,,"CHK",,"en","NM",,
1,"Sakura-Tribe Elder",,,,,"NEC",,"en","NM",,
1,"Saryth, the Viper's Fang",,,,,"MID",,"en","NM",,
1,"Satyr Enchanter",,,,,"M19",,"en","NM",,
1,"Savage Punch",,,,,"KTK",,"en","NM",,
1,"Sawtusk Demolisher",,,,,"C20",,"en","NM",,
1,"Scattershot Archer",,,,,"CON",,"en","NM",,
1,"Scavenger Grounds",,,,,"C21",,"en","NM",,
1,"Scavenging Ooze",,,,,"M21",,"en","NM",,
1,"Scroll of Avacyn",,,,,"AVR",,"en","NM",,
1,"Scroll of Griselbrand",,,,,"AVR",,"en","NM",,
1,"Scryb Ranger",,,,,"TSP",,"en","NM",,
2,"Season of Growth",,,,,"M20",,"en","NM",,
1,"Seize the Day",,,,,"UMA",,"en","NM",,
3,"Selesnya Cluestone",,,,,"DGM",,"en","NM",,
2,"Selesnya Guildgate",,,,,"GRN",,"en","NM",,
1,"Selesnya Locket",,,,,"GRN",,"en","NM",,
1,"Self-Assembler",,,,,"KLD",,"en","NM",,
1,"Selvala's Charge",,,,,"CNS",,"en","NM",,
1,"Septic Rats",,,,,"MBS",,"en","NM",,
1,"Serra's Blessing",,,,,"9ED",,"en","NM",,
1,"Servant of the Scale",,,,,"DTK",,"en","NM",,
1,"Setessan Oathsworn",,,,,"BNG",,"en","NM",,
1,"Setessan Training",,,,,"M21",,"en","NM",,
1,"Shamanic Revelation",,,,,"NEC",,"en","NM",,
1,"Shard Phoenix",,,,,"9ED",,"en","NM",,
1,"Shared Summons",,,,,"M20",,"en","NM",,
2,"Sheltered Aerie",,,,,"DTK",,"en","NM",,
1,"Shifting Shadow",,,,,"NEC",,"en","NM",,
1,"Shimmering Grotto",,,,,"M14",,"en","NM",,
5,"Shimmering Grotto",,,,,"IMA",,"en","NM",,
1,"Shiny Impetus",,,,,"C20",,"en","NM",,
1,"Silent Sentinel",1,,,,"BNG",,"en","NM",,
1,"Silkguard",,,,,"NEC",,"en","NM",,
1,"Silumgar Monument",,,,,"DTK",,"en","NM",,
3,"Simic Cluestone",,,,,"DGM",,"en","NM",,
1,"Simic Growth Chamber",,,,,"C20",,"en","NM",,
1,"Simic Growth Chamber",,,,,"AFC",,"en","NM",,
1,"Simic Guildgate",,,,,"GTC",,"en","NM",,
1,"Simic Guildgate",,,,,"DGM",,"en","NM",,
1,"Simic Signet",,,,,"CMR",,"en","NM",,
1,"Siona, Captain of the Pyleas",,,,,"THB",,"en","NM",,
1,"Sixth Sense",,,,,"AKH",,"en","NM",,
1,"Skaab Goliath",,,,,"ISD",,"en","NM",,
2,"Slab Hammer",,,,,"BFZ",,"en","NM",,
1,"Slippery Karst",,,,,"C13",,"en","NM",,
1,"Smite",,,,,"ROE",,"en","NM",,
1,"Smoke Spirits' Aid",,,,,"NEC",,"en","NM",,
1,"Smoldering Crater",,,,,"C20",,"en","NM",,
1,"Smoldering Egg // Ashmouth Dragon",,,,,"MID",,"en","NM",,
1,"Snake Umbra",,,,,"ROE",,"en","NM",,
1,"Snake Umbra",,,,,"NEC",,"en","NM",,
1,"Snuff Out",,,,,"MMQ",,"en","NM",,
1,"Sol Ring",,,,,"C14",,"en","NM",,
1,"Sol Ring",,,,,"C17",,"en","NM",,
1,"Sol Ring",,,,,"AFC",,"en","NM",,
1,"Sol Ring",,,,,"VOC",,"en","NM",,
4,"Sol Ring",,,,,"NEC",,"en","NM",,
1,"Soliton",,,,,"SOM",,"en","NM",,
1,"Soratami Cloud Chariot",,,,,"SOK",,"en","NM",,
1,"Soul's Majesty",,,,,"NEC",,"en","NM",,
1,"Spark Double",,,,,"WAR",,"en","NM",,
1,"Spawning Bed",,,,,"BFZ",,"en","NM",,
1,"Spearbreaker Behemoth",,,,,"NEC",,"en","NM",,
1,"Spinebiter",,,,,"NPH",,"en","NM",,
1,"Spirit Mantle",,,,,"CMR",,"en","NM",,
1,"Spirit Shield",,,,,"FEM",,"en","NM",,
1,"Springbloom Druid",,,,,"ZNC",,"en","NM",,
1,"Squee, Goblin Nabob",,,,,"C19",,"en","NM",,
1,"Sram, Senior Edificer",,,,,"NEC",,"en","NM",,
1,"Starnheim Courser",,,,,"KHM",,"en","NM",,
1,"Starstorm",,,,,"NEC",,"en","NM",,
1,"Staying Power",,,,,"UND",,"en","NM",,
1,"Stinging Study",,,,,"C21",,"en","NM",,
1,"Stonecoil Serpent",1,,,,"PRES",,"en","NM",,
1,"Stonewood Invocation",,,,,"TSP",,"en","NM",,
6,"Strider Harness",,,,,"OGW",,"en","NM",,
1,"Strionic Resonator",,,,,"A25",,"en","NM",,
1,"Strip Bare",,,,,"SHM",,"en","NM",,
1,"Stromkirk Occultist",,,,,"C19",,"en","NM",,
1,"Struggle // Survive",,,,,"HOU",,"en","NM",,
1,"Strutting Turkey",,,,,"UND",,"en","NM",,
3,"Sultai Banner",,,,,"KTK",,"en","NM",,
2,"Sun Titan",,,,,"C19",,"en","NM",,
1,"Sunder Shaman",,,,,"RNA",,"en","NM",,
1,"Sunken Hollow",,,,,"C19",,"en","NM",,
5,"Sunscorched Desert",,,,,"AKH",,"en","NM",,
2,"Surge Node",,,,,"NPH",,"en","NM",,
1,"Surly Badgersaur",,,,,"C20",,"en","NM",,
4,"Swamp",,,,,"C19",,"en","NM",,
1,"Swarmborn Giant",,,,,"JOU",,"en","NM",,
1,"Swell of Growth",,,,,"BFZ",,"en","NM",,
1,"Swiftfoot Boots",,,,,"A25",,"en","NM",,
1,"Swiftfoot Boots",,,,,"NEC",,"en","NM",,
1,"Sword of Dungeons & Dragons",,,,,"UND",,"en","NM",,
1,"Sword of Vengeance",,,,,"NEC",,"en","NM",,
1,"Swords to Plowshares",,,,,"BBD",,"en","NM",,
1,"Synchronized Strike",,,,,"AKH",,"en","NM",,
1,"Syphon Mind",,,,,"ONS",,"en","NM",,
1,"Syr Cadian, Knight Owl",,,,,"UND",,"en","NM",,
1,"Sythis, Harvest's Hand",,,,,"MH2",,"en","NM",,
1,"Tahngarth, First Mate",,,,,"C19",,"en","NM",,
1,"Tainted Strike",,,,,"SOM",,"en","NM",,
1,"Tainted Wood",,,,,"C21",,"en","NM",,
1,"Tajuru Pathwarden",,,,,"OGW",,"en","NM",,
1,"Talisman of Resilience",,,,,"MH1",,"en","NM",,
1,"Talons of Wildwood",,,,,"M19",,"en","NM",,
1,"Tanuki Transplanter",,,,,"NEC",,"en","NM",,
1,"Taurean Mauler",,,,,"NEC",,"en","NM",,
1,"Tectonic Edge",,,,,"WWK",,"en","NM",,
1,"Tectonic Hellion",,,,,"C19",,"en","NM",,
1,"Tectonic Reformation",,,,,"C20",,"en","NM",,
1,"Temple of Abandon",,,,,"NEC",,"en","NM",,
1,"Temur Banner",,,,,"KTK",,"en","NM",,
1,"Tethmos High Priest",,,,,"JOU",,"en","NM",,
2,"Thespian's Stage",,,,,"2XM",,"en","NM",,
1,"Thrill of Possibility",,,,,"ELD",,"en","NM",,
1,"Throne of Geth",,,,,"SOM",,"en","NM",,
1,"Time of Need",,,,,"TSR",,"en","NM",,
1,"Torbran, Thane of Red Fell",,,,,"ELD",,"en","NM",,
1,"Torch Fiend",,,,,"DKA",,"en","NM",,
1,"Tormenting Voice",,,,,"DTK",,"en","NM",,
1,"Tormod's Crypt",,,,,"M13",,"en","NM",,
1,"Totem-Guide Hartebeest",,,,,"ROE",,"en","NM",,
1,"Towashi Guide-Bot",,,,,"NEO",,"en","NM",,
1,"Tragic Arrogance",,,,,"C21",,"en","NM",,
1,"Transcendent Envoy",,,,,"THB",,"en","NM",,
1,"Transguild Promenade",,,,,"RTR",,"en","NM",,
1,"Triumphant Reckoning",1,,,,"CMR",,"en","NM",,
1,"Troll Ascetic",,,,,"DPA",,"en","NM",,
1,"Trostani's Summoner",,,,,"DGM",,"en","NM",,
1,"True-Faith Censer",,,,,"SOI",,"en","NM",,
1,"Turn Aside",1,,,,"SOM",,"en","NM",,
1,"Turn to Slag",,,,,"M13",,"en","NM",,
1,"Tuskguard Captain",,,,,"KTK",,"en","NM",,
1,"Twinflame",,,,,"JOU",,"en","NM",,
1,"Twinning Staff",,,,,"C20",,"en","NM",,
1,"Ulasht, the Hate Seed",,,,,"NEC",,"en","NM",,
1,"Uncontrolled Infestation",,,,,"SCG",,"en","NM",,
1,"Underdome",,,,,"UND",,"en","NM",,
1,"Underworld Breach",,,,,"THB",,"en","NM",,
1,"Unflinching Courage",,,,,"DGM",,"en","NM",,
1,"Universal Automaton",,,,,"MH1",,"en","NM",,
1,"Unquenchable Fury",,,,,"NEC",,"en","NM",,
1,"Unquestioned Authority",,,,,"CNS",,"en","NM",,
1,"Utopia Vow",,,,,"PLC",,"en","HP",,
1,"Valiant Changeling",,,,,"MH1",,"en","NM",,
1,"Vanguard's Shield",,,,,"AVR",,"en","NM",,
1,"Vastwood Surge",,,,,"NEC",,"en","NM",,
1,"Vector Asp",,,,,"SOM",,"en","NM",,
1,"Vengeful Ancestor",,,,,"AFC",,"en","NM",,
1,"Vessel of Endless Rest",,,,,"AVR",,"en","NM",,
1,"Vines of Vastwood",,,,,"ZEN",,"en","NM",,
1,"Viridian Corrupter",,,,,"MBS",,"en","NM",,
1,"Viridian Longbow",,,,,"AFC",,"en","NM",,
1,"Vizier of Many Faces",,,,,"AKH",,"en","NM",,
1,"Volo, Guide to Monsters",,,,,"AFR",,"en","NM",,
1,"Vow of Lightning",,,,,"CMR",,"en","NM",,
1,"Vow of Wildness",,,,,"CMR",,"en","NM",,
1,"Walking Skyscraper",,,,,"NEO",,"en","NM",,
1,"Walking Wall",,,,,"ICE",,"en","NM",,
1,"Wall of Blossoms",,,,,"JMP",,"en","NM",,
1,"Wandering Wolf",,,,,"BBD",,"en","NM",,
1,"War Room",,,,,"CMR",,"en","NM",,
1,"War-Spike Changeling",,,,,"MMA",,"en","NM",,
1,"Wardscale Crocodile",,,,,"WAR",,"en","NM",,
1,"Warmonger's Chariot",,,,,"CNS",,"en","NM",,
1,"Warmonger's Chariot",1,,,,"CNS",,"en","NM",,
1,"Watchful Naga",,,,,"AKH",,"en","NM",,
1,"Wayfarer's Bauble",,,,,"5DN",,"en","NM",,
1,"Wayfarer's Bauble",,,,,"PLIST",,"en","NM",,
1,"Weight of Conscience",,,,,"MOR",,"en","NM",,
2,"Wheel of Misfortune",,,,,"CMR",,"en","NM",,
1,"Whipflare",,,,,"NPH",,"en","NM",,
1,"Whiptongue Hydra",,,,,"NEC",,"en","NM",,
1,"Whisperer of the Wilds",,,,,"FRF",,"en","NM",,
1,"Whispersilk Cloak",,,,,"PCA",,"en","NM",,
1,"Wild Guess",,,,,"M14",,"en","NM",,
1,"Wild Instincts",,,,,"ORI",,"en","NM",,
1,"Wild Wanderer",,,,,"KLD",,"en","NM",,
1,"Withstand Death",,,,,"SOM",,"en","NM",,
1,"Wolfwillow Haven",,,,,"THB",,"en","NM",,
1,"Wood Elves",,,,,"EXO",,"en","NM",,
1,"Woodland Changeling",,,,,"LRW",,"en","NM",,
1,"Woodland Chasm",1,,,,"KHM",,"en","NM",,
1,"Woodland Guidance",,,,,"LRW",,"en","NM",,
1,"Woodland Stream",,,,,"XLN",,"en","NM",,
1,"Worn Powerstone",,,,,"PLIST",,"en","NM",,
1,"Yavimaya Coast",,,,,"ORI",,"en","NM",,
1,"Yavimaya Coast",,,,,"C21",,"en","NM",,
1,"Yavimaya Enchantress",,,,,"7ED",,"en","NM",,
1,"Yavimaya, Cradle of Growth",,,,,"MH2",,"en","NM",,
1,"Young Wolf",,,,,"DKA",,"en","NM",,
1,"Zendikar Incarnate",,,,,"ORI",,"en","NM",,
2,"Zhalfirin Void",,,,,"DOM",,"en","NM",,
3,"Zhalfirin Void",,,,,"AFC",,"en","NM",,
