Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Scryfall ID,Last Modified
"4","0","Silversmote Ghoul","Core Set 2021","Near Mint","English","","Modern | Dredge","ff5444cb-0ecd-4482-a8d8-09332f382dbd","2021-11-10 21:37:34.772335"
"1","0","Blood Artist","Avacyn Restored","Good (Lightly Played)","English","","Cube | bgc1 | 03-B","2e1fb442-68ff-4249-8e44-87edf6fae211","2024-10-10 23:09:43.161101"
"1","0","Watery Grave","Ravnica: City of Guilds","Near Mint","English","","","139b90cd-8272-457a-be32-1298145345be","2024-07-05 20:35:37.136255"
"1","1","Shriekmaw","Time Spiral Remastered","Near Mint","English","","","d007da5a-6bd9-433b-b04e-b740e61dfc50","2024-11-25 02:51:53.826929"
"1","1","Start from Scratch","Strixhaven: School of Mages","Near Mint","English","","BIN","55c99486-ae64-4293-81fb-a4b02e8fcae6","2025-03-07 03:51:39.594344"
"1","1","Spell Satchel","Strixhaven: School of Mages","Near Mint","English","","BIN","7de826a0-6e68-4d40-a51c-8d6e7a4148d1","2025-03-07 03:51:39.594344"
"1","1","Lymph Sliver","Time Spiral Remastered","Near Mint","English","","BIN","48b8b4d4-4400-46cc-bd3c-e8a781cfc6f2","2025-03-07 03:51:39.594344"
"1","1","Campus Guide","Strixhaven: School of Mages","Near Mint","English","","BIN","87a9a8a2-de81-441b-b501-418311b677f7","2025-03-07 03:51:39.594344"
"1","1","Waterfall Aerialist","Strixhaven: School of Mages","Near Mint","English","","BIN","7bc6966c-18d9-4675-9594-6f0b2d11c405","2025-03-07 03:51:39.594344"
"1","1","Spectacle Mage","Strixhaven: School of Mages","Near Mint","English","","BIN","f74223e1-b66b-42fa-aaac-001f5dab2aac","2025-03-07 03:51:39.594344"
"1","1","Infiltrator il-Kor","Time Spiral Remastered","Near Mint","English","","BIN","c3ab190b-c96f-4b00-8e97-33a11bb2ed08","2025-03-07 03:51:39.594344"
"1","1","Rift Elemental","Time Spiral Remastered","Near Mint","English","","BIN","39dd1bc9-734b-41c6-941f-f9ed5eaa2337","2025-03-07 03:51:39.594344"
"1","1","Dreamscape Artist","Time Spiral Remastered","Near Mint","English","","BIN","f244985e-7487-44db-bd69-47c781753f2e","2025-03-07 03:51:39.594344"
"1","1","Corpulent Corpse","Time Spiral Remastered","Near Mint","English","","BIN","c8680e7c-f180-45b9-9af6-a8e93037b851","2025-03-07 03:51:39.594344"
"1","1","Trespasser il-Vec","Time Spiral Remastered","Near Mint","English","","BIN","278421ff-5324-44e5-b24f-dfbf9aa9b604","2025-03-07 03:51:39.594344"
"1","1","Sarcomite Myr","Time Spiral Remastered","Near Mint","English","","BIN","8636ba4f-07ef-4327-8e4a-6c2d8f90b264","2025-03-07 03:51:39.594344"
"1","1","Kavu Primarch","Time Spiral Remastered","Near Mint","English","","BIN","475c3439-74a9-4a53-9e8b-c1c84b60ea35","2025-03-07 03:51:39.594344"
"1","1","Jhoira's Timebug","Time Spiral Remastered","Near Mint","English","","BIN","35d14746-3b57-4f8e-8155-e578cc84850d","2025-03-07 03:51:39.594344"
"1","1","Coal Stoker","Time Spiral Remastered","Near Mint","English","","BIN","59871c54-7873-4fc5-8084-55918a11e6f4","2025-03-07 03:51:39.594344"
"1","1","Molten Slagheap","Time Spiral Remastered","Near Mint","English","","BIN","4d952491-3a33-42af-9748-d2cb9c5a2f76","2025-03-07 03:51:39.594344"
"1","1","Teferi's Ageless Insight","Core 2021 - Showcase","Near Mint","English","","","2c5a3d8f-5513-42b1-a3d7-09cf781eaf94","2025-03-31 22:24:35.730783"
"1","1","Coral Trickster","Time Spiral Remastered","Near Mint","English","","BIN","b8eacbc6-362e-4257-b29f-78682f4130c1","2025-03-07 03:51:39.594344"
"1","1","Psychotic Episode","Time Spiral Remastered","Near Mint","English","","BIN","fa6d8c51-bff9-4eba-8c1b-2d45b7635c52","2025-03-07 03:51:39.594344"
"1","0","Fiend Artisan","Ikoria: Lair of Behemoths","Near Mint","English","","","6cd9d800-6d31-42e2-87d2-772db0ff95ed","2024-06-10 03:07:01.363796"
"1","0","Rielle, the Everwise","Ikoria: Lair of Behemoths","Near Mint","English","","EDH | Howler","5f03c944-1929-4cb2-a373-d57eefa29ed1","2025-03-16 01:28:33.954678"
"1","1","Cloudpiercer","Ikoria: Lair of Behemoths - Alternate Art","Near Mint","English","","BIN","3db7d906-1794-40eb-9d73-1f2a4db3a13f","2025-03-07 03:51:10.920599"
"3","3","Tangled Florahedron // Tangled Vale","Zendikar Rising","Near Mint","English","","BIN","235d1ffc-72aa-40a2-95dc-3f6a8d495061","2025-03-07 03:52:25.198621"
"1","0","Sakura-Tribe Elder","Commander 2019","Near Mint","English","","EDH | Karador","114328dd-6c4f-4b6b-b9b7-dfa8c9b79495","2023-06-18 01:28:19.745214"
"1","0","Heroic Intervention","Lord of the Rings: Tales of Middle-earth - Commander","Near Mint","English","","","4377b09d-08e8-4150-bb84-4a9c00c7af82","2024-03-09 19:47:45.998711"
"1","1","Fiend Hunter","Innistrad","Near Mint","English","","BIN","f1e4c7d8-11a5-40fe-962b-7e938bf08616","2025-03-07 03:51:39.594344"
"1","1","Shadow Prophecy","Dominaria United","Near Mint","English","foil","BIN","bb078448-9e9f-4994-8aff-7e7c4fb62efc","2025-03-07 03:51:39.594344"
"1","1","Ambush Viper","Commander Legends","Near Mint","English","foil","BIN","0e386888-57f5-4eb6-88e8-5679bb8eb290","2025-03-07 03:51:39.594344"
"1","1","Armorcraft Judge","Commander Legends","Near Mint","English","foil","BIN","4e1483d4-bb91-4bf9-a57f-dd46fa31056b","2025-03-07 03:52:25.198621"
"1","1","Brinelin, the Moon Kraken","Commander Legends","Near Mint","English","foil","BIN","4b063dfd-5a80-48c9-8f7b-48d21a129a76","2025-03-07 03:52:25.198621"
"1","1","Court Street Denizen","Commander Legends","Near Mint","English","foil","BIN","c45b1d32-5a3a-4ec3-af11-d0ba947de175","2025-03-07 03:51:39.594344"
"2","2","Defiant Salvager","Commander Legends","Near Mint","English","foil","BIN","cfd1c30e-e539-4382-b0fd-724a502a4b7e","2025-03-07 03:51:39.594344"
"1","1","Doomed Traveler","Commander Legends","Near Mint","English","foil","BIN","5a4573af-feba-4c9d-b24b-3d15888a5ce2","2025-03-07 03:51:39.594344"
"2","2","Dragon Mantle","Commander Legends","Near Mint","English","foil","BIN","ca32fd66-f7f1-4e50-817f-bb259f690f00","2025-03-07 03:51:39.594344"
"1","1","Entourage of Trest","Commander Legends","Near Mint","English","foil","BIN","87e65427-1191-4f5a-b4ca-c383eecd274e","2025-03-07 03:51:39.594344"
"2","2","Eyeblight Massacre","Commander Legends","Near Mint","English","foil","BIN","be00670b-64a8-428a-8db0-9119efddaa1b","2025-03-07 03:51:39.594344"
"1","1","Esior, Wardwing Familiar","Commander Legends","Near Mint","English","foil","BIN","86958821-76eb-43a5-974b-7c945e826a66","2025-03-07 03:52:25.198621"
"1","1","Hero's Blade","Commander Legends","Near Mint","English","foil","BIN","f5e982c4-19ef-40d6-a807-fd16c31e63db","2025-03-07 03:52:25.198621"
"1","1","Return to Dust","Commander Legends","Near Mint","English","foil","BIN","829f5785-36d8-473c-b2de-0b4635388d7e","2025-03-07 03:51:39.594344"
"2","2","Ripscale Predator","Commander Legends","Near Mint","English","foil","BIN","00924a16-fb85-41a4-bd7a-88f51f728333","2025-03-07 03:51:39.594344"
"1","1","Sandstone Oracle","Commander Legends","Near Mint","English","foil","BIN","ba2b7213-f0db-4ef9-aab7-37028f9479af","2025-03-07 03:51:39.594344"
"1","1","Run Away Together","Commander Legends","Near Mint","English","foil","BIN","d747d5f2-d3b0-44f9-92f0-781839386850","2025-03-07 03:52:25.198621"
"1","1","Siani, Eye of the Storm","Commander Legends","Near Mint","English","foil","BIN","8812e448-241e-4640-9cb6-0cdbe1ad2fcc","2025-03-07 03:52:25.198621"
"1","1","Stingerfling Spider","Commander Legends","Near Mint","English","foil","BIN","18f45424-2c26-43fa-9afe-eeb22ce772e1","2025-03-07 03:52:25.198621"
"1","1","Workshop Assistant","Commander Legends","Near Mint","English","foil","BIN","e9387e8f-0e72-4212-81c8-e64050700c52","2025-03-07 03:52:25.198621"
"1","1","Exploration","Conspiracy","Good (Lightly Played)","Japanese","","BIN","2b20d3e1-62ef-44db-8109-a33d4fa3e7f1","2023-10-29 19:27:21.356306"
"1","0","Regal Behemoth","Commander Masters - Showcase","Near Mint","English","foil","","249ff72b-30cf-44e8-a592-540a501589e8","2024-03-29 00:35:38.995580"
"1","1","Nadier's Nightblade","Commander Masters - Showcase","Near Mint","English","foil","","56b0a988-5aee-4f4c-8efe-4c2a392702b1","2025-01-13 02:41:16.905443"
"1","0","Feldon of the Third Path","Judge Gift Program","Near Mint","English","foil","EDH | AkAx","e02e276e-0967-4fc6-9809-548677aa131c","2023-09-26 00:44:21.682515"
"1","0","Karmic Guide","Judge Gift Program","Near Mint","English","foil","EDH | Karador","9743a8f4-8eea-49c1-b533-b2aa40152260","2023-09-26 00:47:25.260402"
"1","1","Emeria Angel","Zendikar","Near Mint","English","foil","","8b386d39-ba41-42f8-ba05-f9ed602ee23f","2024-12-05 00:39:45.180855"
"1","0","Retreat to Emeria","Battle for Zendikar","Near Mint","English","foil","EDH | Tameshi","4b65101f-808a-40b8-8864-ee84c00d2496","2023-09-30 23:28:27.808177"
"1","1","Magma Spray","Journey into Nyx","Near Mint","English","","BIN","9710889c-0fc6-43a9-83df-484ab0659030","2025-03-07 03:51:39.594344"
"1","1","Boonweaver Giant","Magic 2015 Core Set","Near Mint","English","","BIN","85003365-7c5f-4283-995d-e466deef444b","2025-03-07 03:51:39.594344"
"1","1","Metallic Rebuke","Aether Revolt","Near Mint","English","","BIN","f712ac26-dca4-459b-84c1-010597007f60","2025-03-07 03:51:39.594344"
"1","1","Claim // Fame","Hour of Devastation","Near Mint","English","","BIN","15b0f214-8668-4921-88ba-7ccf38c9f770","2025-03-07 03:51:39.594344"
"1","0","Plains (#232)","Zendikar","Near Mint","English","","EDH | Karador","36446ad6-8bf0-4e4e-bbab-379c22dbf4f6","2020-10-31 20:16:05.470944"
"1","0","Bala Ged Recovery // Bala Ged Sanctuary","Zendikar Rising","Near Mint","English","","EDH | EllieAlan","c5cb3052-358d-44a7-8cfd-cd31b236494a","2024-03-25 02:03:24.617769"
"1","1","Primal Might","Core Set 2021","Near Mint","English","","BIN","1cd8cee8-7ea0-4037-8a3b-39334dc064fb","2025-03-07 03:52:25.198621"
"1","0","Domri, Anarch of Bolas (Alternate Art)","War of the Spark","Near Mint","Japanese","foil","Collection | WAR JP PWs","1b8ec2a4-e6b1-42a4-9a20-3b55eda4377f","2021-02-28 02:58:48.769953"
"1","0","Bolas's Citadel","Miscellaneous Promos","Near Mint","English","foil","EDH | AkAx","33010ef0-8eba-402e-bf9b-e2efb41d2290","2021-06-13 21:28:17.003591"
"1","1","Fiery Confluence","Signature Spellbook: Chandra","Near Mint","English","","","4c454a20-8ec8-41d9-b9c3-acaa510d050b","2024-12-28 03:51:17.865013"
"1","0","Blood Crypt","Secret Lair Drop Series","Near Mint","English","","EDH | AkAx","1716b4dd-9045-462b-b053-72de450a8cde","2021-09-08 23:00:49.800618"
"1","0","Godless Shrine","Secret Lair Drop Series","Near Mint","English","","EDH | AkAx,Signed","e2c39866-98c2-4c60-98e1-eaf8e40b2d29","2023-05-06 00:29:03.203694"
"1","0","Sacred Foundry","Secret Lair Drop Series","Near Mint","English","","EDH | AkAx","52e55b85-92c1-4b83-9a9d-4afb8e938e4f","2021-12-30 04:38:16.748085"
"1","0","Daretti, Scrap Savant","Commander 2014","Near Mint","English","","EDH | AkAx,Signed","cda40e31-ba99-4565-ad92-7c687ff44bd9","2023-05-06 00:27:47.595359"
"1","0","Command Tower","Throne of Eldraine","Near Mint","English","","EDH | AkAx","ec1f1041-f667-4b73-b1f2-e5bcae84095e","2021-12-04 03:31:35.795549"
"1","0","Executioner's Capsule","Commander 2016","Near Mint","English","","EDH | AkAx","81c1fe5e-375a-4ca0-a0fe-a3b0d36b0e7c","2021-06-13 21:21:26.706457"
"1","0","Glimmervoid","Modern Masters","Near Mint","English","","EDH | AkAx","14f8ea9d-3252-4f6b-9b01-edb2a49e98b9","2021-06-13 21:25:27.835408"
"1","0","Scrap Mastery","Commander 2014","Near Mint","English","","Signed","03436927-eedc-48cf-820d-54cef4360f13","2023-11-24 21:20:59.159567"
"1","0","Exotic Orchard","Commander 2016","Near Mint","English","","EDH | Tameshi","a95134ee-68d3-44d8-9098-403f100dc73b","2024-02-21 03:02:26.610084"
"1","0","Scrap Trawler","Media Inserts","Near Mint","English","foil","EDH | AkAx","3702f2f1-971c-4b25-b099-0f10b5097ce8","2021-12-21 03:23:53.653728"
"1","0","Godless Shrine","Gatecrash","Near Mint","English","","EDH | Karador","6fd672bb-18cf-44e3-8dda-5310b1e0fffe","2021-09-08 23:54:17.976100"
"1","0","Myr Retriever","Commander 2016","Near Mint","English","","EDH | AkAx","fd7081d5-1f90-477f-a06e-f0a8679f4f7d","2021-12-21 03:30:17.000568"
"1","0","Goblin Welder","Commander 2014","Near Mint","English","","EDH | AkAx","324886ea-65d1-40ee-a8cb-eaaf922d2382","2021-12-29 21:26:53.109574"
"1","1","Migratory Greathorn","Ikoria: Lair of Behemoths","Near Mint","English","","BIN","6a2a287b-b83f-444f-84f7-e388beb616c2","2025-03-07 03:51:39.594344"
"1","1","Lightning Rift","Commander 2020","Near Mint","English","","BIN","c6d8746d-3a8c-48a9-91ad-354b69a402c6","2025-03-07 03:51:39.594344"
"1","0","Desert of the Fervent","Commander 2020","Near Mint","English","","EDH | Howler","0f80b293-e586-4d0d-9387-1c497ae8e5a0","2025-03-15 22:33:49.405377"
"1","1","Slice and Dice","Commander 2020","Near Mint","English","","BIN","7e8c87a8-b527-4d76-8516-d1147e21773f","2025-03-07 03:51:39.594344"
"1","0","Remote Isle","Commander 2020","Near Mint","English","","EDH | Howler","452c82dc-6388-4d60-84ee-f8961a81980c","2025-03-15 22:36:24.939808"
"1","0","Smoldering Crater","Commander 2020","Near Mint","English","","EDH | Howler","26a9d3ef-2a56-45f4-a68a-c6acac381fbc","2025-03-15 22:42:23.321146"
"1","1","Dismantling Wave","Commander 2020","Near Mint","English","","BIN","9db4c1ec-ddd6-4443-8d93-8628e67aa6bb","2025-03-16 01:10:27.803374"
"1","1","Decree of Justice","Commander 2020","Near Mint","English","","BIN","f3150eef-b1e9-44d8-a561-eaeb80e38020","2025-03-16 01:11:22.952159"
"1","0","Boon of the Wish-Giver","Ikoria: Lair of Behemoths","Near Mint","English","","Cube | bgc1 | 02-U","0e790851-f0f7-4f1a-80e6-94be649499b6","2025-03-16 01:11:59.903668"
"1","1","Fluctuator","Commander 2020","Near Mint","English","","BIN","c06a2fb3-d933-461f-bcf8-5c614bb75d0b","2025-03-16 01:50:06.170057"
"1","1","Gavi, Nest Warden","Commander 2020","Near Mint","English","foil","BIN","80bc07d5-bdbb-4a6d-8958-0c172ea80245","2025-03-16 01:52:16.589424"
"1","1","Hieroglyphic Illumination","Commander 2020","Near Mint","English","","BIN","0bd05638-d621-4967-b7e3-63121c88f18b","2025-03-16 02:02:16.441820"
"1","1","Neutralize","Ikoria: Lair of Behemoths","Near Mint","English","","BIN","0430da3c-9460-4b62-ae28-2e7e6f4d06a4","2025-03-16 02:04:40.539760"
"1","1","Cast Out","Commander 2020","Near Mint","English","","BIN","1bf09533-3849-4756-8ccf-143196cc17d9","2025-03-16 02:06:41.273218"
"1","1","Raugrin Crystal","Ikoria: Lair of Behemoths","Near Mint","English","","BIN","c5bce0fb-53d6-47ee-8c5a-a99e50f67fc9","2025-03-16 02:09:11.032798"
"1","1","Hunting Pack","Commander 2020","Near Mint","English","","BIN","c716dcce-9a5f-4d67-9799-4020a9308e4f","2025-03-07 03:51:39.594344"
"1","1","Whiplash Trap","Commander 2020","Near Mint","English","","BIN","0d828c7c-4e55-40be-a96f-48101e407aef","2025-03-07 03:51:39.594344"
"1","1","General's Enforcer","Ikoria: Lair of Behemoths","Near Mint","English","","BIN","f6a45d0e-582a-4ec1-b83b-71b6a0ff6249","2025-03-07 03:51:39.594344"
"1","1","Valiant Rescuer","Ikoria: Lair of Behemoths","Near Mint","English","","BIN","a2b13ff6-67e9-4760-aef4-a8548ea44344","2025-03-16 01:54:14.377146"
"1","0","Tectonic Reformation","Commander 2020","Near Mint","English","","","656c3e32-8928-4b99-b79c-5761c592aa3d","2025-03-16 02:14:28.225875"
"1","0","Dimir Signet","Ravnica: City of Guilds","Near Mint","English","","","9a9a1df5-a4e8-49a4-aebe-ca93894ccfcf","2024-07-05 20:35:37.136255"
"1","0","Exotic Orchard","Commander 2016","Near Mint","English","","EDH | Howler","a95134ee-68d3-44d8-9098-403f100dc73b","2025-03-15 22:20:55.198180"
"1","1","Faithless Looting","Dark Ascension","Played","English","foil","EDH | AkAx","a1b0da17-d595-441d-811c-a2d28d2bb232","2024-12-22 17:41:13.801561"
"1","1","River of Tears","Future Sight","Good (Lightly Played)","English","","BIN","8d5b2058-99fc-4d9b-9e3d-056fa3fd1244","2024-10-20 22:09:45.582589"
"1","0","Swords to Plowshares","Coldsnap Theme Decks","Near Mint","English","","","7d751566-7246-4580-9a12-0fd1d6c8b5e8","2025-03-16 02:00:53.869061"
"2","0","Demolition Field","The Brothers' War","Near Mint","English","","","d9c88546-13c9-4d7e-a618-cb2ccd1dbc0f","2025-03-15 22:33:30.572318"
"1","0","Inferno Titan","Duels of the Planeswalkers Game Promos","Near Mint","English","foil","Collection","17ac2bff-f570-4955-a8d4-7e12d616dd8b","2022-07-20 02:06:21.223836"
"1","1","Feldon of the Third Path","Time Spiral Remastered","Near Mint","English","","BIN","44130046-cd48-42d5-8083-5e4e7dd37a7b","2023-09-26 00:44:34.420867"
"1","0","Emry, Lurker of the Loch","March of the Machine - Multiverse Legends","Near Mint","English","foil","EDH | Tameshi","766a0ac7-2051-46f6-a5e5-32fd65b09553","2023-09-30 23:28:57.197885"
"1","1","Grapeshot","Modern Masters","Near Mint","English","","BIN","8cd49f85-7dbd-4cb6-b916-2adee29bb745","2025-03-07 03:52:25.198621"
"1","1","Auriok Salvagers","Fifth Dawn","Near Mint","English","","BIN","09c9cd1b-9260-4f98-ac7a-25bb5ae3e06d","2025-03-07 03:52:25.198621"
"1","0","Gamble","Secret Lair Drop Series","Near Mint","English","","","81e57561-17d4-48db-8e40-f41019010bc9","2024-05-28 22:41:39.817329"
"1","0","Tree of Tales","Mirrodin","Near Mint","English","","","94db07aa-43d3-41b5-924e-60f1756b9c69","2024-10-30 00:13:16.290893"
"1","1","Tainted Wood","Torment","Near Mint","English","","BIN","a20a35cc-69e5-42b8-b28c-ae5147451150","2024-03-10 20:15:12.093203"
"1","1","Steel Hellkite","Scars of Mirrodin","Good (Lightly Played)","English","","BIN","b126ee24-9597-4ee8-9c4d-5caed585424a","2025-03-07 03:52:45.823066"
"1","1","Maelstrom Pulse","Alara Reborn","Good (Lightly Played)","English","","BIN","eb651c3a-cb27-4b73-8eb6-b87d65211097","2024-03-10 20:15:12.093203"
"1","1","Copper Myr","Scars of Mirrodin","Near Mint","English","","BIN","323efe27-da58-4207-9c0c-dba5031bfa04","2025-03-07 03:51:39.594344"
"1","1","Moriok Replica","Scars of Mirrodin","Near Mint","English","","BIN","480311ae-b9af-4fb7-881b-35566598cf07","2025-03-07 03:51:39.594344"
"1","1","Acidic Slime","Magic 2010","Near Mint","English","","BIN","f1377f45-edee-4922-825b-6f22163ff63d","2025-03-07 03:51:39.594344"
"1","1","Sylvok Replica","Scars of Mirrodin","Near Mint","English","","BIN","7caa3ce3-15a9-40ca-ad45-baff0f276483","2025-03-07 03:51:39.594344"
"1","1","Phyrexia's Core","New Phyrexia","Near Mint","English","","BIN","db36c8e7-0c13-4f0d-9947-68cb0e9ea239","2025-03-07 03:52:25.198621"
"1","1","Leaden Myr","Scars of Mirrodin","Near Mint","English","","BIN","3a709559-fec3-44f4-a2bf-3396989b9189","2025-03-07 03:52:25.198621"
"1","1","Shred Memory","Ravnica: City of Guilds","Near Mint","English","","BIN","e38192e5-814f-4269-bae8-13867a73e7fa","2025-03-07 03:52:45.823066"
"1","0","Go for Blood","Ikoria: Lair of Behemoths","Near Mint","English","foil","","67315df9-99a1-45ba-8ade-ddc476368a86","2025-03-16 02:14:34.583127"
"1","0","Mystical Tutor","Signature Spellbook: Jace","Near Mint","English","","","7dd7dd7c-872d-44b6-8ce6-0b05c6f98e69","2024-01-29 03:31:03.869744"
"1","0","Windfall","Urza's Saga","Near Mint","English","","Signed","2aef4608-5ba8-4636-b5e7-cac57c5c0608","2021-10-09 03:02:05.645290"
"1","1","Viridian Longbow","Mirrodin","Near Mint","English","","BIN","be892d73-d1f4-4c36-b674-01ae21ff1484","2024-03-10 20:15:12.093203"
"1","0","Command Tower","Commander 2019","Near Mint","English","","EDH | Rocco","c328d8ac-97df-4240-ac38-7cab363c5da1","2024-03-17 02:11:50.479222"
"1","0","Exotic Orchard","Commander 2016","Near Mint","English","","EDH | EllieAlan","a95134ee-68d3-44d8-9098-403f100dc73b","2024-03-25 02:06:38.450343"
"1","0","Fellwar Stone","Commander 2016","Near Mint","English","","EDH | Rocco","d140a606-e9d0-4fda-af38-1fca5d5c8c17","2024-05-02 22:17:38.703108"
"1","0","Counterspell","Signature Spellbook: Jace","Near Mint","English","","","16b0b5e6-ac30-417b-938a-31cda2f697f8","2024-05-28 22:44:09.351764"
"1","0","Talisman of Creativity","Modern Horizons","Near Mint","English","","","4d9dbadd-c1b6-44fe-92ac-6f69d7178342","2024-05-28 22:50:42.602504"
"4","0","Goblin Lore","Tenth Edition","Good (Lightly Played)","English","","Modern | HollowVine","00e990aa-5124-4e9d-ab4e-178bcda12abd","2021-06-26 20:01:46.735118"
"1","1","Hammer of Purphoros","Theros","Near Mint","English","","BIN","3f867f61-676e-40b3-8e22-e60d0606c733","2024-04-04 22:45:41.319544"
"1","1","Goblin Javelineer","Adventures in the Forgotten Realms - Showcase","Near Mint","English","","BIN","0bf573ba-6471-434b-88fd-c9caa539515a","2025-03-07 03:51:39.594344"
"4","4","Gnoll Hunter","Adventures in the Forgotten Realms","Near Mint","English","","BIN","1d0634cb-e973-4f05-965e-d39b09fe57a9","2025-03-07 03:51:39.594344"
"1","1","Neverwinter Dryad","Adventures in the Forgotten Realms - Showcase","Near Mint","English","","BIN","01234d4c-ff3d-40a8-8404-9790d3ee3620","2025-03-07 03:51:39.594344"
"1","0","Sol Ring","From the Vault: Relics","Near Mint","English","foil","EDH | AkAx","073bfdca-d7b8-4f4b-93f3-6e7c44bc0b0a","2023-09-30 23:03:24.189172"
"1","1","Negate","Core 2020 - Promo Pack","Near Mint","English","","BIN","0b735522-60cf-41fc-b80e-8e27c7f2112e","2025-01-24 03:00:28.707636"
"1","1","Emry, Lurker of the Loch","Throne of Eldraine","Near Mint","English","","","bf4b9a8a-b42a-46fb-b0d0-9cf800f63c8a","2024-05-28 23:03:50.322959"
"1","0","Razortide Bridge","Modern Horizons 2","Near Mint","English","foil","EDH | Tameshi","e7ea7395-430e-4036-92c9-17a850ec2371","2022-11-26 22:54:07.244485"
"1","1","You Hear Something on Watch","Adventures in the Forgotten Realms","Near Mint","English","","BIN","76e939ab-9d0c-4685-805c-c8bc4e6af163","2025-03-07 03:51:39.594344"
"1","0","Terrain Generator","Commander Legends: Battle for Baldur's Gate","Near Mint","English","","EDH | Tameshi","f40e9f0f-8c0d-4bfd-9872-370ce3763006","2022-11-26 22:54:12.902894"
"1","0","Smothering Tithe","Judge Gift Program","Near Mint","English","foil","EDH | AkAx","24921817-36fe-4a2d-86e7-d3749bb8da32","2022-11-26 22:53:56.229967"
"3","0","Spirit Token","Commander Legends","Near Mint","English","","Cube | cmrc","21e580cb-6092-48b7-ba3e-d64ec28860da","2024-05-18 03:08:45.645174"
"1","0","The Monarch Token","Commander Legends","Near Mint","English","","Cube | cmrc","bf7f3fc9-35f1-4b8c-b02b-494c71f31107","2024-05-18 03:08:45.645174"
"4","4","Spirit Token (Colorless) (White)","Commander 2016","Near Mint","English","","BIN","5009729f-6365-42ca-979f-d854a10e463b","2025-03-07 03:52:25.198621"
"1","0","Goat Token","Theros Beyond Death","Near Mint","English","","Cube | bgc1 | 10-Tokens","36cd5f96-5683-4959-b973-37f3c2fcf9bf","2024-10-10 23:08:35.133298"
"3","0","Elephant Token","Conspiracy","Near Mint","English","","Tokens","572840b5-c0a1-4a9d-8913-f38fc7b2da78","2022-11-27 04:00:12.012812"
"2","0","Soldier Token | Squid Token","Commander 2016","Near Mint","English","","Tokens","0a47f751-52f1-4042-85dd-ea222e5d969d","2023-09-04 00:26:39.974268"
"4","4","Eldrazi Spawn Token | Human Soldier Token","Innistrad: Midnight Hunt Commander Decks","Near Mint","English","","BIN","0b14ddd5-7501-46e5-bcc7-e2bbef81b8b0","2025-03-07 03:51:39.594344"
"1","1","Angel Token | Spirit Token (#22)","Commander 2015","Near Mint","English","","BIN","8adb32a4-6a42-41e9-a1ce-9502e391620a","2025-03-07 03:52:25.198621"
"3","0","Elf Warrior Token","Commander Legends","Near Mint","English","","Tokens","ff2aea59-c5f1-4927-8534-2215ef79bec7","2023-09-10 20:12:45.404053"
"1","0","Daretti Emblem | Thopter Token","Commander 2016","Near Mint","English","","Tokens","0e5578f7-3b45-470d-a5b0-7a2c50b9a333","2022-11-27 03:24:28.158222"
"1","0","The Initiative | Undercity Dungeon","Commander Legends: Battle for Baldur's Gate","Near Mint","English","","Tokens","2c65185b-6cf0-451d-985e-56aa45d9a57d","2022-11-27 03:59:36.215063"
"2","0","Golem Token","New Phyrexia","Near Mint","English","","Tokens","fe9e8d3b-ebc0-448b-bd14-a9f418e196e7","2022-11-27 04:21:56.248963"
"1","0","Frog Lizard Token","Gatecrash","Near Mint","English","","Tokens","b938d2e0-7e90-4f57-b363-5c68a6207d6c","2022-11-27 23:32:14.309597"
"4","0","Dinosaur Token | Treasure Token","Friday Night Magic","Near Mint","English","foil","Tokens","21f5880d-6272-4ba8-bdf8-f9a7e54a3336","2022-11-27 03:13:13.511834"
"8","0","Zombie Token | Zombie Token (#10) (#11)","Commander 2019","Near Mint","English","","Cube | bgc1 | 10-Tokens","8e214f84-01ee-49c1-8801-4e550b5ade5d","2024-10-15 23:00:19.817606"
"1","0","Experience Counter","Commander 2015","Near Mint","English","","Tokens","73805b39-7624-4fbd-bcc0-4241e733a97f","2022-11-27 03:29:44.551989"
"1","1","Spider Token","Ultimate Masters","Near Mint","English","","BIN","c5ede910-a0cb-4cf1-82f4-69fce0076c4d","2025-03-07 03:51:39.594344"
"2","2","Beast Token | Satyr Token","Commander Legends: Battle for Baldur's Gate","Near Mint","English","","BIN","01e095bd-091c-442f-aa21-0826c40acb6c","2025-03-07 03:51:39.594344"
"1","0","Morph Token","Khans of Tarkir","Near Mint","English","","Tokens","bc513990-b4e8-498b-84d5-8317bc79a667","2022-11-27 04:23:36.257252"
"1","1","Slimefoot's Survey","Dominaria United","Near Mint","English","","BIN","622f96fc-179a-4ff6-95a5-de721492f7eb","2025-03-07 03:50:43.418761"
"1","1","Plains (#263)","Dominaria United","Near Mint","English","","BIN","5b364f40-c3c0-4e3a-8556-73f6fcc19eec","2025-03-07 03:51:10.920599"
"1","1","Floodhound","The List - Innistrad: Crimson Vow","Near Mint","English","","BIN","aaa1ed81-35fe-4e8b-97a6-fe5c761baf04","2025-03-07 03:51:39.594344"
"1","1","Treacherous Werewolf","The List - Innistrad: Midnight Hunt","Near Mint","English","","BIN","cb0c1a44-f174-44ed-9082-17056171535a","2025-03-07 03:51:39.594344"
